iter	Logloss
219	0.2106279483
220	0.2106277326
221	0.2096466293
222	0.2088343366
223	0.2075959267
224	0.2064688438
225	0.2054241938
226	0.2049764505
227	0.2043687372
228	0.204305216
229	0.203465564
230	0.2031133435
231	0.2031113267
232	0.2030313164
233	0.2014185017
234	0.2007339617
235	0.2004101278
236	0.1994435096
237	0.199071984
238	0.1978281834
239	0.1968384043
240	0.196480032
241	0.1956025311
242	0.1948811443
243	0.1945549766
244	0.1944776426
245	0.192834323
246	0.191503168
247	0.191492133
248	0.1900139965
249	0.1898250057
250	0.1895859894
251	0.1886864818
252	0.1883614303
253	0.1881996973
254	0.1877530955
255	0.1877528672
256	0.1863633153
257	0.1858375784
258	0.1848009067
259	0.1845943359
260	0.1845934988
261	0.1845519081
262	0.1838038215
263	0.1822343099
264	0.1806621599
265	0.1806384156
266	0.1801095457
267	0.180095086
268	0.1800170416
269	0.1798529114
270	0.17950598
271	0.1790553955
272	0.179055332
273	0.1786660617
274	0.1786018809
275	0.1780670749
276	0.176415663
277	0.1760805912
278	0.1755247806
279	0.174149143
280	0.1733916704
281	0.1726417827
282	0.1726416558
283	0.1717184674
284	0.1711476263
285	0.1707749466
286	0.1703775712
287	0.1703446056
288	0.169598929
289	0.1694132994
290	0.1693001586
291	0.1691967844
292	0.1691885399
293	0.1691884765
294	0.1689390466
295	0.1685625236
296	0.1668131282
297	0.1661732611
298	0.1660997957
299	0.1651171829
300	0.1651034082
301	0.1640296866
302	0.1632126882
303	0.1625395891
304	0.162032523
305	0.1610910696
306	0.1605058957
307	0.1600677541
308	0.1600015312
309	0.1599986139
310	0.1598805517
311	0.159412235
312	0.1590456562
313	0.1587763887
314	0.1581508037
315	0.1581501949
316	0.1578326269
317	0.1571308241
318	0.1568246462
319	0.1562286783
320	0.1561390028
321	0.1556205971
322	0.1544245516
323	0.1541654313
324	0.1541583409
325	0.1535412161
326	0.1531862939
327	0.1521544928
328	0.1513305563
329	0.1499182875
330	0.1498714203
331	0.149608685
332	0.1494489053
333	0.1492109037
334	0.1489694901
335	0.147817014
336	0.1474419623
337	0.1471888668
338	0.1471836791
339	0.1471761829
340	0.1466850858
341	0.1465608846
342	0.14623459
343	0.1462175174
344	0.1453773835
345	0.1450245287
346	0.1449949878
347	0.144186995
348	0.1441858915
349	0.143478939
350	0.143090937
351	0.1423307246
352	0.1423301285
353	0.141901614
354	0.1416186858
355	0.1411660084
356	0.140878438
357	0.1408364034
358	0.1398577734
359	0.1398286764
360	0.1392056155
361	0.138888872
362	0.1388679435
363	0.1388373751
364	0.1388360053
365	0.1388306146
366	0.1384387567
367	0.1383798144
368	0.1382304356
369	0.1377936258
370	0.1373053572
371	0.1372801288
372	0.1370908209
373	0.1370540121
374	0.1369410996
375	0.1366645769
376	0.1362724907
377	0.1352608951
378	0.1352402076
379	0.1351285001
380	0.134501634
381	0.1344343203
382	0.1343927804
383	0.1340053111
384	0.133893185
385	0.1337670432
386	0.1337518985
387	0.1328492834
388	0.1328481799
389	0.1325540011
390	0.1322438152
391	0.1318584642
392	0.1318545956
393	0.131335226
394	0.1312889423
395	0.1310572446
396	0.1310520442
397	0.1309278429
398	0.1309090327
399	0.1309001032
400	0.1306182532
401	0.1306148539
402	0.1305385853
403	0.1304502035
404	0.1304339173
405	0.1303430622
406	0.1296723858
407	0.1296714218
408	0.1287891518
409	0.128305107
410	0.128132897
411	0.127814606
412	0.1278088222
413	0.1272135138
414	0.1268172292
415	0.1268137411
416	0.1266103794
417	0.1261667837
418	0.1261664539
419	0.126166048
420	0.1259108723
421	0.1259098703
422	0.1252429737
423	0.1252403608
424	0.1252337652
425	0.1251961065
426	0.1247503545
427	0.1247436447
428	0.1246969551
429	0.1246967649
430	0.1243338391
431	0.1241333946
432	0.1234531165
433	0.1232488796
434	0.1224818305
435	0.1224482434
436	0.1224464169
437	0.1224460998
438	0.1224419014
439	0.1224402145
440	0.1223114724
441	0.1221385775
442	0.1217852408
443	0.121324712
444	0.1209740643
445	0.1201890928
446	0.1195896621
447	0.1194062015
448	0.1192087251
449	0.119190993
450	0.1191815942
451	0.1189624916
452	0.1182414853
453	0.1181219137
454	0.118120138
455	0.118085904
456	0.1179906349
457	0.1179782427
458	0.1177505278
459	0.1177499697
460	0.1177457966
461	0.1176756037
462	0.1168398837
463	0.1167173948
464	0.1167140843
465	0.1166963268
466	0.11652347
467	0.1165008925
468	0.1164901619
469	0.1163673813
470	0.1163672291
471	0.1159832987
472	0.1154474907
473	0.1154468438
474	0.1149130652
475	0.1149129764
476	0.1148766623
477	0.1144431503
478	0.114039192
479	0.1136029276
480	0.1136003274
481	0.1135996298
482	0.1135330898
483	0.1133863111
484	0.1132801592
485	0.1131071628
486	0.112908139
487	0.1123464684
488	0.112343475
489	0.1121951489
490	0.1121796745
491	0.1115964666
492	0.1115956421
493	0.111559049
494	0.1115229251
495	0.1112118386
496	0.1111668486
497	0.1110826906
498	0.1106040111
499	0.1102229219
500	0.1098001152
501	0.1091118335
502	0.1091116051
503	0.1091111612
504	0.1088081544
505	0.1084894829
506	0.1084886711
507	0.108486388
508	0.1083042465
509	0.1080211154
510	0.108002952
511	0.1079961661
512	0.1079129975
513	0.1079128326
514	0.1076014163
515	0.1076006172
516	0.10759874
517	0.106989048
518	0.1067251077
519	0.106721924
520	0.106052776
521	0.1059643499
522	0.1056755935
523	0.1056708814
524	0.105301379
525	0.1049340201
526	0.1047873049
527	0.1042742012
528	0.1038058971
529	0.1038032399
530	0.1033372633
531	0.1033371111
532	0.1032279214
533	0.1032266466
534	0.1032265325
535	0.1027977643
536	0.1026279579
537	0.1026263027
538	0.1020118542
539	0.1019566727
540	0.1019560131
541	0.1019490179
542	0.1019431009
543	0.1019424794
544	0.1015167236
545	0.1014918504
546	0.1011659237
547	0.1011545208
548	0.1011533095
549	0.1008137602
550	0.1008018056
551	0.1006105063
552	0.1004465536
553	0.100305191
554	0.1000254973
555	0.100016276
556	0.1000156926
557	0.1000141578
558	0.09945931121
559	0.09945825845
560	0.09935764937
561	0.0992668767
562	0.09920740801
563	0.09913008667
564	0.09899849705
565	0.0989976282
566	0.09862024271
567	0.09857521469
568	0.0985349939
569	0.09837033723
570	0.09835336611
571	0.09815461499
572	0.09800713873
573	0.09800511564
574	0.09763868273
575	0.09763855589
576	0.09763742068
577	0.09758296849
578	0.09737377849
579	0.09711302189
580	0.09711289505
581	0.09705764377
582	0.09659556756
583	0.09659437527
584	0.09659088718
585	0.09655771866
586	0.09642578024
587	0.09642569145
588	0.09642563437
589	0.0960101019
590	0.09596507389
591	0.09588535528
592	0.09563302716
593	0.09563227881
594	0.09563214563
595	0.09550053065
596	0.09547710974
597	0.09526495803
598	0.09515933879
599	0.09515928806
600	0.09480722607
601	0.0943526968
602	0.09434687487
603	0.09432755722
604	0.09431545673
605	0.09431539965
606	0.09431367464
607	0.09431359853
608	0.09415369834
609	0.09415351443
610	0.09384618238
611	0.0933756967
612	0.09337534155
613	0.09333452461
614	0.09333188635
615	0.0933318483
616	0.09303790415
617	0.09302698327
618	0.09264711807
619	0.09261963195
620	0.09207077217
621	0.09207020139
622	0.09206650402
623	0.09166338279
624	0.09166255199
625	0.09153106385
626	0.0915309814
627	0.09103933257
628	0.09103928183
629	0.09103923744
630	0.09103089774
631	0.09099091794
632	0.09098117032
633	0.09098028879
634	0.0909802
635	0.09070641699
636	0.09070114681
637	0.09060295403
638	0.09060292232
639	0.09031803451
640	0.09004414369
641	0.09004412466
642	0.08992560586
643	0.08954143445
644	0.08939499193
645	0.08933514907
646	0.08933422314
647	0.08896274836
648	0.08890963433
649	0.08873636526
650	0.08873627648
651	0.08869396283
652	0.08869296079
653	0.08868571192
654	0.08868110765
655	0.08868059395
656	0.08868049247
657	0.088680391
658	0.08867943971
659	0.08856172633
660	0.08852580539
661	0.08852563416
662	0.08842818339
663	0.08838129083
664	0.08838011757
665	0.08837971168
666	0.08793140389
667	0.0877198293
668	0.08744364268
669	0.08713974164
670	0.087070278
671	0.08707023995
672	0.08665650226
673	0.08665172675
674	0.08650418073
675	0.08650409194
676	0.08614185742
677	0.08614180035
678	0.08592211437
679	0.08580750222
680	0.08579913716
681	0.08557302042
682	0.08542538561
683	0.08542529048
684	0.0854039434
685	0.08540386095
686	0.08503270962
687	0.08493754196
688	0.08478889243
689	0.08448461087
690	0.08448353274
691	0.08448315222
692	0.08447906164
693	0.08447903628
694	0.08418219385
695	0.08410828448
696	0.08389594252
697	0.08386418191
698	0.08379433141
699	0.08366051576
700	0.08344103908
701	0.08343496981
702	0.08323163344
703	0.08319890886
704	0.08315961399
705	0.0831596013
706	0.08311383128
707	0.08311331123
708	0.08306270863
709	0.08269044745
710	0.08261210504
711	0.08257289262
712	0.08257285457
713	0.0823553756
714	0.08235533121
715	0.08228546168
716	0.08208234094
717	0.08208187164
718	0.08208180187
719	0.08207991831
720	0.08207945534
721	0.08188575878
722	0.08182796437
723	0.08161534336
724	0.08160631238
725	0.08142826147
726	0.08142763361
727	0.08128750136
728	0.08123162857
729	0.08122991624
730	0.08104586581
731	0.08104561848
732	0.08104513649
733	0.08088235704
734	0.08088231265
735	0.08088037835
736	0.08072978818
737	0.08072697869
738	0.08051241068
739	0.08051059054
740	0.08051055883
741	0.08049611181
742	0.08036877132
743	0.08035457798
744	0.08019623158
745	0.08019056185
746	0.08019013694
747	0.08017423761
748	0.08009087237
749	0.08000956826
750	0.07996826299
751	0.07985139309
752	0.07953439587
753	0.0792865008
754	0.07928648177
755	0.07922285909
756	0.07915982621
757	0.07900423223
758	0.0787749128
759	0.07877488743
760	0.078627779
761	0.07852711919
762	0.07824184453
763	0.07787399736
764	0.07787393394
765	0.0777647632
766	0.07766615819
767	0.07766001916
768	0.07765992403
769	0.07765627106
770	0.07744220407
771	0.07722544809
772	0.07697876433
773	0.07697870091
774	0.07697836479
775	0.0769701773
776	0.07669807491
777	0.07646728414
778	0.07646712559
779	0.07641268609
780	0.07637027731
781	0.07630721906
782	0.07630603311
783	0.07630419394
784	0.07626481028
785	0.07623112172
786	0.07623110904
787	0.07621903392
788	0.07609299353
789	0.0758069388
790	0.0757065517
791	0.07565085648
792	0.0756484719
793	0.07564786307
794	0.07564772355
795	0.075642428
796	0.07562416946
797	0.07529971407
798	0.0751270031
799	0.07512689529
800	0.07491162333
801	0.07491159162
802	0.0747577607
803	0.07475760849
804	0.07441029029
805	0.07441021419
806	0.07421146941
807	0.07420714419
808	0.07407346172
809	0.07390187962
810	0.07390146105
811	0.0739013786
812	0.07377056271
813	0.07377043587
814	0.07377023927
815	0.07371566024
816	0.07353277674
817	0.07344669079
818	0.07330561992
819	0.07330556284
820	0.07330551211
821	0.07296913382
822	0.07296863914
823	0.07288980841
824	0.0726601148
825	0.07263323751
826	0.07252442827
827	0.07251978594
828	0.07248154384
829	0.07222210003
830	0.07214688422
831	0.0721465481
832	0.07206764126
833	0.07181322664
834	0.07181108939
835	0.07181101329
836	0.07164370568
837	0.0715986079
838	0.071451639
839	0.07139434561
840	0.071316834
841	0.07089423658
842	0.07089208031
843	0.07089201689
844	0.07072805784
845	0.07072799442
846	0.07072586985
847	0.07072519126
848	0.07072394189
849	0.07043243307
850	0.07034478699
851	0.07008353572
852	0.06992905792
853	0.06980544651
854	0.06980519917
855	0.06980418445
856	0.06941670888
857	0.06941478092
858	0.06941452724
859	0.06940464644
860	0.06926263062
861	0.06921141284
862	0.06915038403
863	0.0689506943
864	0.06891338447
865	0.06877184429
866	0.06862727266
867	0.06844879683
868	0.06842529982
869	0.06837734181
870	0.06822388507
871	0.06822314306
872	0.06818270663
873	0.06818135579
874	0.06818055671
875	0.06794892245
876	0.06794890343
877	0.06789378533
878	0.06789375996
879	0.06784997498
880	0.06780683053
881	0.06779192055
882	0.06778831831
883	0.06778811536
884	0.0677865045
885	0.06778242027
886	0.0676337644
887	0.0674852544
888	0.06748489925
889	0.0674758112
890	0.0672349367
891	0.06715064552
892	0.06711264441
893	0.06708509488
894	0.06700105104
895	0.06686164812
896	0.06686159104
897	0.06640621829
898	0.06640486745
899	0.06633868261
900	0.06633632974
901	0.06610851335
902	0.06607986032
903	0.06599898747
904	0.06599788396
905	0.06592984727
906	0.06565781464
907	0.06565570911
908	0.06565539835
909	0.06565232249
910	0.0655573007
911	0.06554976643
912	0.06554570757
913	0.06554552365
914	0.06548019498
915	0.06545638721
916	0.06545593059
917	0.06537790528
918	0.06518569274
919	0.06498670063
920	0.06494153943
921	0.06493922461
922	0.06493707468
923	0.06493696687
924	0.06493548285
925	0.06493451887
926	0.06453639512
927	0.06453105517
928	0.0645297741
929	0.06444088499
930	0.06440885168
931	0.06440849653
932	0.06428093407
933	0.06428069307
934	0.06427820702
935	0.0642199116
936	0.06397580268
937	0.06395110069
938	0.06395103727
939	0.06394755553
940	0.06390912951
941	0.06390507065
942	0.06390503259
943	0.06390309829
944	0.06384907736
945	0.06377989277
946	0.06377559925
947	0.06377214287
948	0.06377091253
949	0.06368470608
950	0.06368409725
951	0.06368298106
952	0.06343333561
953	0.06342331529
954	0.06340881754
955	0.06334182092
956	0.06309685584
957	0.06301023716
958	0.0630095776
959	0.06300516358
960	0.06300487185
961	0.06300469428
962	0.06291500608
963	0.06291495535
964	0.06281874761
965	0.06276754885
966	0.0624816273
967	0.0624780314
968	0.06247797432
969	0.06241296275
970	0.06240876436
971	0.06217387034
972	0.06207395888
973	0.06202138392
974	0.06190823676
975	0.06190794503
976	0.06190750109
977	0.06190636588
978	0.06190298561
979	0.06184515949
980	0.06184490581
981	0.06183042074
982	0.06151620765
983	0.06150791869
984	0.06134735894
985	0.06134346497
986	0.06119737126
987	0.06119565892
988	0.06119195521
989	0.06119161909
990	0.06115687775
991	0.06108951965
992	0.06105209566
993	0.06102916943
994	0.06094787166
995	0.06093608193
996	0.06085592573
997	0.06061191828
998	0.06059536573
999	0.06056025022
